341.05	24.97
341.43	24.97
341.82	24.97
342.20	-15.60
342.58	17.94
342.96	27.31
343.34	3.90
343.73	46.81
344.11	14.04
344.49	7.80
344.87	24.19
345.25	-24.19
345.64	-18.72
346.02	-31.21
346.40	8.58
346.78	-4.68
347.16	58.51
347.55	-7.02
347.93	-70.22
348.31	-26.53
348.69	20.28
349.07	-16.38
349.45	30.43
349.83	-45.25
350.22	-11.70
350.60	7.80
350.98	60.85
351.36	-9.36
351.74	21.06
352.12	3.90
352.50	72.56
352.88	44.47
353.27	-21.06
353.65	8.58
354.03	9.36
354.41	-10.14
354.79	-76.46
355.17	37.45
355.55	31.99
355.93	-48.37
356.31	-6.24
356.69	16.38
357.08	-27.31
357.46	42.91
357.84	-13.26
358.22	-14.04
358.60	20.28
358.98	10.14
359.36	7.80
359.74	5.46
360.12	39.79
360.50	-24.19
360.88	27.31
361.26	-9.36
361.64	6.24
362.02	-12.48
362.40	24.19
362.78	1.56
363.16	-42.91
363.54	14.04
363.92	-29.65
364.30	26.53
364.68	-20.28
365.06	4.68
365.44	11.70
365.82	-7.02
366.20	-15.60
366.58	24.19
366.96	-21.06
367.34	1.56
367.72	1.56
368.10	46.03
368.48	26.53
368.86	-11.70
369.24	3.12
369.62	11.70
370.00	-24.19
370.38	-7.02
370.75	-0.78
371.13	4.68
371.51	-55.39
371.89	33.55
372.27	-1.56
372.65	-14.82
373.03	12.48
373.41	0.00
373.79	-24.19
374.17	-16.38
374.55	-9.36
374.92	-4.68
375.30	18.72
375.68	23.41
376.06	38.23
376.44	45.25
376.82	51.49
377.20	3.90
377.58	-7.02
377.95	8.58
378.33	29.65
378.71	-7.02
379.09	9.36
379.47	50.71
379.85	-28.09
380.22	-32.77
380.60	17.16
380.98	79.58
381.36	-3.90
381.74	43.69
382.11	12.48
382.49	-19.50
382.87	-20.28
383.25	-25.75
383.63	-0.78
384.00	-67.10
384.38	-7.02
384.76	46.81
385.14	78.02
385.52	24.97
385.89	-22.63
386.27	11.70
386.65	-30.43
387.03	-1.56
387.40	-10.14
387.78	3.90
388.16	10.14
388.54	-49.93
388.91	41.35
389.29	15.60
389.67	11.70
390.05	49.93
390.42	-1.56
390.80	-3.12
391.18	37.45
391.55	-63.19
391.93	-15.60
392.31	29.65
392.68	17.16
393.06	-5.46
393.44	65.53
393.82	-28.87
394.19	5.46
394.57	39.79
394.95	0.78
395.32	64.75
395.70	7.80
396.08	37.45
396.45	19.50
396.83	52.27
397.21	4.68
397.58	5.46
397.96	50.71
398.33	38.23
398.71	6.24
399.09	10.14
399.46	39.01
399.84	71.00
400.22	35.89
400.59	45.25
400.97	-11.70
401.34	52.27
401.72	0.00
402.10	7.02
402.47	23.41
402.85	-5.46
403.22	45.25
403.60	10.92
403.97	36.67
404.35	10.14
404.73	14.04
405.10	13.26
405.48	-31.21
405.85	29.65
406.23	-4.68
406.60	31.99
406.98	21.06
407.35	4.68
407.73	-11.70
408.11	-63.19
408.48	53.83
408.86	56.17
409.23	-6.24
409.61	35.11
409.98	17.16
410.36	-29.65
410.73	-3.90
411.11	-10.14
411.48	8.58
411.86	14.04
412.23	10.92
412.61	27.31
412.98	56.17
413.35	-6.24
413.73	-14.82
414.10	-21.84
414.48	35.11
414.85	-16.38
415.23	30.43
415.60	15.60
415.98	28.09
416.35	28.09
416.73	33.55
417.10	-2.34
417.47	17.94
417.85	35.89
418.22	-4.68
418.60	-39.01
418.97	32.77
419.34	0.78
419.72	41.35
420.09	8.58
420.47	-38.23
420.84	29.65
421.21	40.57
421.59	34.33
421.96	-6.24
422.34	24.97
422.71	-24.19
423.08	6.24
423.46	39.79
423.83	-3.90
424.20	17.94
424.58	52.27
424.95	25.75
425.32	-22.63
425.70	-25.75
426.07	7.02
426.44	22.63
426.82	31.99
427.19	39.01
427.56	22.63
427.94	8.58
428.31	25.75
428.68	-6.24
429.05	-2.34
429.43	16.38
429.80	39.79
430.17	35.89
430.55	20.28
430.92	28.87
431.29	56.17
431.66	8.58
432.04	17.16
432.41	46.03
432.78	6.24
433.15	-17.16
433.53	35.89
433.90	6.24
434.27	24.97
434.64	35.89
